Plant,Market,Cost
P065,M027,34.44
P065,M028,19.81
P065,M029,26.55
P065,M030,27.45
P065,M032,30.04
P065,M034,25.97
P065,M035,28.28
P065,M036,35.98
P065,M038,5.91
P065,M039,25.62
P065,M040,12.33
P065,M041,31.37
P065,M042,40.38
P065,M043,37.89
P065,M044,14.82
P065,M045,28.23
P065,M046,26.24
P065,M047,7.919999999999999
P065,M048,39.72
P065,M050,37.23
P065,M051,11.43
P065,M052,22.59
P065,M053,15.949999999999998
P065,M054,11.33
P065,M055,15.31
P065,M057,41.61
P065,M058,38.38
P065,M059,27.98
P065,M061,14.96
P065,M062,10.59
P065,M063,6.489999999999999
P065,M064,23.89
P065,M065,10.15
P065,M066,21.21
P065,M067,31.52
P065,M069,32.72
P065,M070,31.93
P065,M071,14.78
P065,M072,11.06
P065,M073,21.13
P065,M074,41.21
P065,M075,35.33
P065,M076,10.96
P065,M078,13.67
P065,M079,24.42
P065,M080,26.73
P065,M081,22.59
P065,M082,38.89
P065,M083,24.32
P065,M085,24.88
P065,M086,15.55
P065,M088,34.92
P065,M089,27.55
P065,M090,8.65
P065,M091,39.86
P065,M092,33.0
P065,M094,36.07
P065,M095,26.28
P065,M098,4.75
P065,M099,7.27
P065,M100,13.550000000000002
P066,M001,40.01
P066,M002,11.949999999999998
P066,M003,29.81
P066,M004,13.67
P066,M005,17.98
P066,M006,23.820000000000004
P066,M007,8.41
P066,M008,6.75
P066,M009,10.14
P066,M010,14.71
P066,M011,16.41
P066,M012,35.4
P066,M013,11.03
P066,M014,30.16
P066,M015,37.58
P066,M016,36.7
P066,M017,15.28
P066,M018,20.19
P066,M019,40.5
P066,M020,36.73
P066,M021,11.78
P066,M023,24.8
P066,M024,32.85
P066,M026,29.29
P066,M027,32.49
P066,M028,22.67
P066,M030,37.82
P066,M031,19.73
P066,M032,39.35
P066,M034,14.09
P066,M036,30.19
P066,M037,26.34
P066,M038,11.08
P066,M039,20.74
P066,M041,5.66
P066,M042,24.87
P066,M043,17.76
P066,M045,39.76
P066,M046,9.51
P066,M047,30.48
P066,M048,18.63
P066,M049,23.62
P066,M050,25.22
P066,M051,11.74
P066,M052,15.09
P066,M053,34.65
P066,M054,23.74
P066,M055,21.14
P066,M056,6.739999999999999
P066,M057,29.12
P066,M058,7.5
P066,M059,7.4
P066,M060,24.37
P066,M061,37.2
P066,M063,30.05
P066,M064,36.65
P066,M065,25.7
P066,M066,21.41
P066,M068,12.26
P066,M069,14.72
P066,M071,17.85
P066,M072,7.75
P066,M073,11.05
P066,M074,31.77
P066,M075,10.9
P066,M076,38.67
P066,M077,15.45
P066,M078,15.13
P066,M079,4.88
P066,M080,12.42
P066,M081,6.5
P066,M082,29.72
P066,M083,17.96
P066,M084,26.3
P066,M085,26.92
P066,M086,21.7
P066,M087,30.02
P066,M088,16.02
P066,M089,3.86
P066,M090,39.54
P066,M091,18.62
P066,M093,11.74
P066,M094,15.54
P066,M095,23.3
P066,M096,36.64
P066,M097,13.1
P066,M098,22.0
P066,M099,12.54
P066,M100,13.020000000000001
P067,M001,4.16
P067,M002,15.49
P067,M003,35.25
P067,M004,17.98
P067,M005,34.5
P067,M006,34.93
P067,M007,4.96
P067,M010,14.16
P067,M011,40.82
P067,M012,18.86
P067,M013,22.94
P067,M014,39.52
P067,M015,23.08
P067,M016,24.56
P067,M017,14.199999999999998
P067,M018,12.07
P067,M019,36.16
P067,M020,32.25
P067,M021,35.01
P067,M022,37.84
P067,M023,25.79
P067,M024,31.459999999999997
P067,M025,34.06
P067,M027,24.77
P067,M028,31.49
P067,M029,25.69
P067,M030,25.64
P067,M031,31.709999999999997
P067,M032,34.46
P067,M033,6.43
P067,M037,28.99
P067,M038,32.38
P067,M039,18.69
P067,M040,31.79
P067,M041,21.95
P067,M042,16.63
P067,M043,40.97
P067,M044,29.77
P067,M045,34.45
P067,M046,23.01
P067,M048,27.43
P067,M052,14.43
P067,M053,25.73
P067,M054,35.29
P067,M055,32.29
P067,M056,4.73
P067,M057,27.3
P067,M058,2.81
P067,M059,12.62
P067,M060,34.27
P067,M063,41.52
P067,M064,5.28
P067,M065,27.65
P067,M066,32.58
P067,M067,23.4
P067,M068,36.61
P067,M069,22.55
P067,M072,5.7
P067,M073,12.75
P067,M074,28.92
P067,M075,14.4
P067,M076,5.97
P067,M077,27.81
P067,M078,30.94
P067,M079,32.74
P067,M080,13.050000000000002
P067,M081,27.94
P067,M082,23.26
P067,M083,30.59
P067,M084,27.02
P067,M085,25.47
P067,M086,23.07
P067,M088,34.67
P067,M089,10.33
P067,M090,31.28
P067,M091,12.27
P067,M092,28.27
P067,M093,37.06
P067,M095,29.06
P067,M097,8.88
P067,M098,12.73
P067,M099,24.06
P067,M100,19.74
P068,M001,16.01
P068,M002,6.04
P068,M003,27.37
P068,M004,8.95
P068,M005,28.8
P068,M006,7.97
P068,M007,35.39
P068,M008,5.77
P068,M009,21.41
P068,M010,33.91
P068,M011,10.31
P068,M013,25.19
P068,M015,27.81
P068,M016,21.48
P068,M017,9.57
P068,M019,7.21
P068,M021,36.54
P068,M022,10.72
P068,M024,34.43
P068,M025,36.4
P068,M026,37.18
P068,M028,17.03
P068,M029,38.86
P068,M030,35.4
P068,M031,37.44
P068,M032,33.44
P068,M033,29.08
P068,M034,31.76
P068,M036,3.14
P068,M037,28.55
P068,M038,37.02
P068,M039,27.09
P068,M041,4.11
P068,M042,13.23
P068,M043,16.84
P068,M044,5.6
P068,M045,9.41
P068,M046,20.02
P068,M047,6.22
P068,M048,39.85
P068,M050,35.02
P068,M051,37.78
P068,M052,17.45
P068,M055,19.05
P068,M056,4.63
P068,M057,32.24
P068,M058,33.02
P068,M059,13.59
P068,M060,34.42
P068,M061,27.24
P068,M063,39.6
P068,M064,12.68
P068,M065,8.28
P068,M067,16.94
P068,M068,23.99
P068,M069,24.76
P068,M070,31.32
P068,M071,40.11
P068,M072,24.86
P068,M073,28.08
P068,M075,37.57
P068,M076,39.97
P068,M077,35.99
P068,M078,9.36
P068,M079,38.35
P068,M081,25.08
P068,M082,20.13
P068,M083,18.39
P068,M084,18.15
P068,M085,7.46
P068,M086,9.02
P068,M087,7.79
P068,M088,26.18
P068,M089,5.08
P068,M091,6.69
P068,M092,41.4
P068,M093,39.05
P068,M095,31.34
P068,M096,28.64
P068,M097,23.27
P068,M098,11.52
P068,M099,18.67
P068,M100,25.06
P069,M001,32.54
P069,M002,13.37
P069,M003,40.81
P069,M004,10.67
P069,M005,33.36
P069,M006,30.95
P069,M007,27.540000000000003
P069,M009,15.4
P069,M010,30.2
P069,M011,19.62
P069,M012,38.7
P069,M013,40.02
P069,M014,29.74
P069,M015,16.42
P069,M017,38.8
P069,M018,16.51
P069,M019,25.040000000000003
P069,M020,14.59
P069,M021,30.49
P069,M022,33.17
P069,M023,30.32
P069,M025,29.55
P069,M026,25.790000000000003
P069,M027,14.72
P069,M028,8.05
P069,M029,6.8
P069,M030,36.4
P069,M031,33.59
P069,M032,30.99
P069,M033,22.33
P069,M034,34.98
P069,M035,19.26
P069,M036,14.38
P069,M037,10.52
P069,M038,41.43
P069,M040,22.76
P069,M041,28.7
P069,M042,20.15
P069,M043,26.26
P069,M044,21.62
P069,M045,37.1
P069,M046,7.0
P069,M047,41.78
P069,M048,17.45
P069,M049,8.38
P069,M050,34.59
P069,M051,12.88
P069,M053,24.67
P069,M056,8.12
P069,M057,23.69
P069,M058,31.4
P069,M059,26.52
P069,M060,13.33
P069,M061,37.59
P069,M062,16.53
P069,M063,34.29
P069,M065,26.97
P069,M066,27.38
P069,M067,14.14
P069,M069,29.11
P069,M071,11.85
P069,M072,24.5
P069,M073,38.59
P069,M074,30.9
P069,M075,17.61
P069,M076,33.09
P069,M077,16.01
P069,M078,18.01
P069,M079,12.31
P069,M080,8.9
P069,M081,8.82
P069,M082,20.38
P069,M084,11.81
P069,M085,8.15
P069,M086,9.11
P069,M087,18.37
P069,M088,24.6
P069,M089,19.35
P069,M090,32.95
P069,M091,22.88
P069,M092,29.0
P069,M093,39.51
P069,M094,5.41
P069,M095,20.35
P069,M096,35.64
P069,M097,25.26
P069,M098,30.85
P069,M099,35.04
P069,M100,12.68
P070,M001,27.86
P070,M002,40.24
P070,M003,24.69
P070,M004,9.96
P070,M006,12.84
P070,M007,21.95
P070,M009,32.1
P070,M010,16.72
P070,M011,14.14
P070,M012,19.57
P070,M013,41.15
P070,M014,39.42
P070,M016,22.38
P070,M017,32.63
P070,M019,12.76
P070,M020,30.28
P070,M021,5.76
P070,M022,17.63
P070,M023,10.02
P070,M024,32.66
P070,M025,34.68
P070,M026,7.44
P070,M027,8.22
P070,M028,19.47
P070,M029,20.57
P070,M030,22.26
P070,M031,39.48
P070,M032,11.22
P070,M033,17.33
P070,M034,20.26
P070,M035,40.39
P070,M037,42.11
P070,M039,35.23
P070,M041,7.05
P070,M042,16.98
P070,M043,24.709999999999997
P070,M044,11.81
P070,M045,38.94
P070,M046,23.62
P070,M047,25.8
P070,M048,6.79
P070,M049,15.71
P070,M050,15.64
P070,M051,19.73
P070,M052,18.88
P070,M053,25.33
P070,M054,19.84
P070,M055,9.88
P070,M056,27.47
P070,M057,12.54
P070,M058,20.9
P070,M059,6.02
P070,M060,4.0
P070,M061,37.64
P070,M064,22.18
P070,M065,8.81
P070,M066,15.41
P070,M067,26.99
P070,M068,12.73
P070,M069,28.2
P070,M070,35.31
P070,M071,10.08
P070,M072,5.41
P070,M073,40.79
P070,M074,12.85
P070,M075,2.7900000000000005
P070,M076,33.67
P070,M077,34.45
P070,M078,25.93
P070,M079,28.83
P070,M080,17.16
P070,M081,28.45
P070,M082,36.6
P070,M084,27.959999999999997
P070,M085,36.92
P070,M086,5.7
P070,M087,5.919999999999999
P070,M089,24.48
P070,M090,3.73
P070,M091,8.88
P070,M092,11.46
P070,M093,8.24
P070,M094,34.02
P070,M096,27.84
P070,M099,22.95
P070,M100,7.37
P071,M001,23.45
P071,M002,30.42
P071,M003,40.62
P071,M004,10.54
P071,M005,4.75
P071,M006,40.11
P071,M007,40.49
P071,M008,10.0
P071,M009,40.6
P071,M010,17.03
P071,M011,15.18
P071,M012,27.5
P071,M013,17.46
P071,M015,15.76
P071,M016,23.95
P071,M017,19.1
P071,M018,36.6
P071,M019,22.89
P071,M020,38.92
P071,M021,7.43
P071,M022,31.81
P071,M023,41.39
P071,M024,14.74
P071,M025,42.25
P071,M028,29.24
P071,M029,31.89
P071,M030,33.46
P071,M032,34.76
P071,M033,4.83
P071,M034,26.16
P071,M036,15.75
P071,M038,18.35
P071,M039,29.16
P071,M040,32.4
P071,M041,34.83
P071,M042,11.14
P071,M043,31.91
P071,M044,9.3
P071,M045,31.66
P071,M046,31.93
P071,M047,30.2
P071,M048,40.96
P071,M051,38.85
P071,M053,19.17
P071,M054,16.36
P071,M055,10.1
P071,M056,24.57
P071,M057,41.65
P071,M060,24.28
P071,M061,6.0
P071,M062,38.35
P071,M064,32.32
P071,M065,31.6
P071,M067,35.32
P071,M068,38.41
P071,M069,29.07
P071,M071,11.64
P071,M072,39.3
P071,M073,21.05
P071,M074,21.56
P071,M075,24.38
P071,M077,9.14
P071,M078,9.1
P071,M079,40.03
P071,M080,12.71
P071,M082,32.04
P071,M083,34.38
P071,M084,30.31
P071,M085,20.74
P071,M087,6.8
P071,M088,23.91
P071,M090,7.05
P071,M091,4.06
P071,M092,10.92
P071,M094,21.64
P071,M095,13.6
P071,M096,5.29
P071,M097,24.97
P071,M099,6.29
P071,M100,12.37
P072,M001,14.34
P072,M002,25.13
P072,M004,29.78
P072,M005,31.6
P072,M006,31.08
P072,M007,13.07
P072,M008,5.82
P072,M009,10.59
P072,M010,9.74
P072,M011,39.3
P072,M012,19.26
P072,M013,8.92
P072,M014,23.66
P072,M016,18.12
P072,M017,39.76
P072,M018,33.91
P072,M019,14.48
P072,M020,10.46
P072,M021,21.6
P072,M022,27.99
P072,M023,24.98
P072,M024,33.61
P072,M025,35.25
P072,M026,30.17
P072,M027,18.31
P072,M028,8.13
P072,M029,13.26
P072,M030,6.93
P072,M031,29.42
P072,M033,16.58
P072,M034,17.03
P072,M035,10.55
P072,M038,19.44
P072,M039,13.22
P072,M040,19.84
P072,M041,28.34
P072,M043,30.68
P072,M044,38.46
P072,M045,28.619999999999997
P072,M046,24.98
P072,M047,40.34
P072,M048,21.22
P072,M049,27.61
P072,M050,14.55
P072,M051,22.38
P072,M052,24.38
P072,M053,26.98
P072,M054,24.12
P072,M055,31.73
P072,M056,38.97
P072,M057,33.09
P072,M058,5.04
P072,M059,19.81
P072,M060,30.62
P072,M061,20.88
P072,M062,16.63
P072,M063,20.1
P072,M064,36.31
P072,M067,25.27
P072,M069,11.13
P072,M070,41.02
P072,M071,22.459999999999997
P072,M072,28.89
P072,M073,31.01
P072,M074,40.33
P072,M075,20.95
P072,M076,40.6
P072,M077,13.87
P072,M079,20.05
P072,M080,28.64
P072,M081,10.58
P072,M082,20.59
P072,M083,20.97
P072,M084,21.97
P072,M085,12.37
P072,M086,10.16
P072,M087,26.100000000000005
P072,M088,21.81
P072,M089,39.39
P072,M090,38.09
P072,M091,6.79
P072,M092,18.3
P072,M093,40.14
P072,M094,27.2
P072,M096,15.13
P072,M097,17.14
P072,M098,4.56
P072,M099,15.68
P072,M100,13.95
P073,M001,11.52
P073,M002,26.09
P073,M003,20.69
P073,M004,15.74
P073,M005,40.25
P073,M006,26.040000000000003
P073,M007,19.08
P073,M008,34.34
P073,M009,38.94
P073,M011,26.28
P073,M012,8.53
P073,M013,19.21
P073,M014,15.05
P073,M016,24.6
P073,M017,41.41
P073,M018,18.63
P073,M019,33.77
P073,M020,39.71
P073,M021,22.91
P073,M022,8.31
P073,M023,35.38
P073,M024,15.24
P073,M025,23.88
P073,M027,39.35
P073,M028,42.6
P073,M029,7.02
P073,M030,13.2
P073,M032,5.88
P073,M033,12.48
P073,M034,37.84
P073,M035,27.39
P073,M036,7.4
P073,M037,21.75
P073,M038,38.64
P073,M039,13.14
P073,M041,8.53
P073,M042,20.01
P073,M043,19.8
P073,M044,27.59
P073,M046,12.270000000000001
P073,M048,39.23
P073,M049,28.76
P073,M050,3.94
P073,M051,29.63
P073,M052,14.28
P073,M054,20.76
P073,M055,8.89
P073,M057,20.82
P073,M058,19.97
P073,M059,4.74
P073,M060,15.44
P073,M061,12.36
P073,M062,32.73
P073,M064,30.49
P073,M065,20.08
P073,M068,8.37
P073,M069,10.08
P073,M070,41.69
P073,M071,14.36
P073,M072,29.27
P073,M073,12.43
P073,M075,16.82
P073,M076,10.76
P073,M078,22.820000000000004
P073,M079,18.47
P073,M080,39.37
P073,M081,21.21
P073,M083,42.31
P073,M084,29.24
P073,M085,7.54
P073,M086,17.53
P073,M087,24.86
P073,M089,4.3
P073,M090,12.84
P073,M091,7.85
P073,M092,24.47
P073,M093,39.61
P073,M094,24.18
P073,M095,6.010000000000001
P073,M096,25.459999999999997
P073,M098,4.84
P073,M099,26.59
P073,M100,12.95
P074,M001,5.09
P074,M002,21.98
P074,M003,38.86
P074,M004,4.82
P074,M005,6.09
P074,M006,8.84
P074,M008,19.68
P074,M009,37.36
P074,M010,21.600000000000005
P074,M012,25.67
P074,M014,39.16
P074,M015,29.1
P074,M016,28.74
P074,M017,41.03
P074,M018,38.14
P074,M019,21.23
P074,M020,16.37
P074,M021,10.96
P074,M022,38.01
P074,M023,35.55
P074,M025,20.95
P074,M026,28.86
P074,M027,11.46
P074,M028,16.96
P074,M029,36.68
P074,M030,33.07
P074,M031,10.54
P074,M032,7.7
P074,M034,10.22
P074,M036,35.89
P074,M037,7.400000000000001
P074,M038,35.44
P074,M039,3.16
P074,M041,8.4
P074,M042,11.81
P074,M043,28.09
P074,M045,24.11
P074,M046,30.12
P074,M047,31.13
P074,M048,27.45
P074,M051,13.84
P074,M052,23.0
P074,M054,11.14
P074,M056,26.05
P074,M057,34.28
P074,M058,11.24
P074,M059,30.070000000000004
P074,M060,31.96
P074,M061,31.44
P074,M063,17.93
P074,M065,29.39
P074,M067,18.74
P074,M068,5.09
P074,M069,10.03
P074,M070,10.84
P074,M072,36.51
P074,M073,39.74
P074,M074,26.54
P074,M075,38.48
P074,M077,9.17
P074,M078,39.2
P074,M079,32.37
P074,M080,31.41
P074,M081,16.67
P074,M082,7.16
P074,M083,38.49
P074,M084,3.85
P074,M085,30.51
P074,M086,41.06
P074,M087,38.1
P074,M088,22.4
P074,M090,29.84
P074,M091,40.48
P074,M092,11.45
P074,M093,8.47
P074,M094,30.25
P074,M095,8.43
P074,M096,11.75
P074,M097,36.52
P074,M098,30.01
P074,M099,40.96
P074,M100,20.36
P075,M001,25.43
P075,M003,23.9
P075,M004,36.58
P075,M006,39.86
P075,M007,34.11
P075,M008,13.14
P075,M009,39.72
P075,M010,38.23
P075,M011,26.05
P075,M012,20.46
P075,M013,17.88
P075,M014,12.12
P075,M015,22.84
P075,M016,4.87
P075,M017,9.8
P075,M018,37.07
P075,M019,5.17
P075,M020,33.9
P075,M021,33.74
P075,M023,25.08
P075,M024,18.65
P075,M025,23.28
P075,M027,36.12
P075,M028,38.07
P075,M029,5.19
P075,M030,38.46
P075,M031,22.95
P075,M032,27.96
P075,M033,21.86
P075,M034,9.44
P075,M037,32.43
P075,M038,36.75
P075,M039,25.93
P075,M040,33.59
P075,M041,26.25
P075,M042,32.55
P075,M043,28.399999999999995
P075,M044,37.68
P075,M045,23.89
P075,M046,37.32
P075,M047,36.44
P075,M048,38.42
P075,M050,29.47
P075,M051,30.47
P075,M052,37.85
P075,M053,28.68
P075,M055,38.91
P075,M056,12.800000000000002
P075,M057,23.17
P075,M058,23.34
P075,M059,10.43
P075,M060,15.26
P075,M061,25.01
P075,M062,23.38
P075,M063,20.42
P075,M064,28.02
P075,M065,21.33
P075,M066,29.67
P075,M067,10.28
P075,M069,3.86
P075,M070,39.72
P075,M071,9.92
P075,M072,23.68
P075,M073,23.28
P075,M074,18.51
P075,M075,11.21
P075,M076,20.26
P075,M077,10.05
P075,M078,16.29
P075,M080,6.44
P075,M081,10.56
P075,M083,27.67
P075,M084,11.23
P075,M085,25.03
P075,M086,40.72
P075,M087,6.25
P075,M088,14.01
P075,M090,12.74
P075,M091,25.63
P075,M092,20.08
P075,M093,24.45
P075,M094,28.33
P075,M095,29.59
P075,M096,18.3
P075,M097,31.89
P075,M098,31.47
P075,M099,8.26
P075,M100,18.17
P076,M001,25.149999999999995
P076,M002,26.19
P076,M003,9.37
P076,M004,37.17
P076,M005,6.97
P076,M006,17.24
P076,M007,9.5
P076,M008,6.67
P076,M009,23.95
P076,M010,7.330000000000001
P076,M011,12.14
P076,M012,7.95
P076,M013,7.89
P076,M014,40.66
P076,M015,3.69
P076,M016,16.28
P076,M017,34.08
P076,M018,22.88
P076,M019,40.1
P076,M021,18.83
P076,M022,41.68
P076,M023,31.16
P076,M025,19.4
P076,M026,25.61
P076,M027,18.22
P076,M029,14.68
P076,M030,16.68
P076,M031,26.92
P076,M033,16.24
P076,M034,9.75
P076,M035,10.83
P076,M036,7.97
P076,M039,30.93
P076,M040,41.3
P076,M041,27.26
P076,M043,15.01
P076,M044,37.56
P076,M045,34.19
P076,M046,40.18
P076,M047,5.67
P076,M049,15.0
P076,M050,7.27
P076,M051,37.31
P076,M052,8.61
P076,M053,11.02
P076,M054,35.62
P076,M055,9.84
P076,M056,6.04
P076,M057,26.53
P076,M058,17.11
P076,M059,19.94
P076,M060,33.35
P076,M061,27.67
P076,M062,37.41
P076,M063,42.03
P076,M064,38.18
P076,M065,37.98
P076,M066,26.97
P076,M068,36.61
P076,M070,25.06
P076,M071,28.08
P076,M072,32.92
P076,M073,23.97
P076,M074,22.13
P076,M075,10.46
P076,M076,34.22
P076,M077,31.64
P076,M078,30.09
P076,M079,28.48
P076,M080,28.290000000000003
P076,M081,17.81
P076,M082,21.21
P076,M085,41.12
P076,M086,20.58
P076,M089,37.52
P076,M090,23.76
P076,M091,33.93
P076,M092,24.36
P076,M093,36.8
P076,M094,22.71
P076,M095,13.61
P076,M097,10.92
P076,M099,39.93
P077,M001,32.41
P077,M003,25.52
P077,M004,25.17
P077,M005,17.65
P077,M006,34.38
P077,M007,27.12
P077,M008,6.98
P077,M009,28.58
P077,M010,4.62
P077,M012,33.28
P077,M013,17.49
P077,M014,31.79
P077,M015,9.69
P077,M016,12.1
P077,M017,11.52
P077,M018,13.83
P077,M020,40.41
P077,M022,29.23
P077,M023,36.11
P077,M024,11.18
P077,M025,31.46
P077,M026,31.24
P077,M028,33.18
P077,M030,28.16
P077,M031,21.45
P077,M032,32.92
P077,M033,34.33
P077,M034,21.13
P077,M035,7.18
P077,M036,34.77
P077,M037,6.83
P077,M038,32.6
P077,M039,19.95
P077,M040,6.43
P077,M041,5.580000000000001
P077,M042,4.96
P077,M043,23.32
P077,M044,11.91
P077,M045,30.19
P077,M046,24.05
P077,M047,10.65
P077,M048,15.029999999999998
P077,M049,14.44
P077,M050,29.57
P077,M051,38.62
P077,M052,35.81
P077,M053,6.93
P077,M054,14.56
P077,M056,41.47
P077,M057,17.49
P077,M058,9.5
P077,M059,28.600000000000005
P077,M060,14.99
P077,M062,5.69
P077,M063,26.73
P077,M064,33.3
P077,M065,29.59
P077,M066,8.53
P077,M068,36.06
P077,M069,12.98
P077,M070,5.48
P077,M071,13.14
P077,M072,31.52
P077,M073,35.32
P077,M075,34.64
P077,M076,23.41
P077,M077,9.96
P077,M078,6.099999999999999
P077,M079,39.86
P077,M081,38.22
P077,M082,3.77
P077,M084,34.22
P077,M085,35.48
P077,M087,11.94
P077,M088,12.67
P077,M089,40.77
P077,M090,18.57
P077,M091,6.05
P077,M092,30.16
P077,M094,36.83
P077,M095,34.41
P077,M096,18.83
P077,M097,33.44
P077,M099,29.27
P077,M100,22.25
P078,M001,7.54
P078,M003,41.05
P078,M004,13.78
P078,M005,7.989999999999999
P078,M006,34.35
P078,M007,20.94
P078,M008,11.43
P078,M010,37.0
P078,M011,35.06
P078,M012,31.1
P078,M013,28.65
P078,M014,37.83
P078,M015,36.99
P078,M016,14.43
P078,M017,13.86
P078,M018,20.07
P078,M019,17.93
P078,M020,35.67
P078,M021,34.74
P078,M022,32.55
P078,M023,19.67
P078,M024,9.32
P078,M025,23.38
P078,M026,40.55
P078,M028,31.6
P078,M030,30.6
P078,M031,28.06
P078,M032,7.35
P078,M033,18.87
P078,M034,5.17
P078,M035,27.8
P078,M036,29.16
P078,M037,40.41
P078,M038,12.41
P078,M039,5.89
P078,M040,12.03
P078,M041,37.06
P078,M042,40.09
P078,M043,24.35
P078,M044,37.08
P078,M045,39.1
P078,M046,8.41
P078,M047,16.89
P078,M048,6.78
P078,M049,17.01
P078,M050,30.76
P078,M051,13.28
P078,M052,17.46
P078,M053,23.26
P078,M054,36.34
P078,M055,11.28
P078,M056,33.29
P078,M057,20.28
P078,M058,39.0
P078,M060,5.73
P078,M061,7.75
P078,M062,21.64
P078,M063,34.76
P078,M064,18.11
P078,M065,26.89
P078,M066,25.08
P078,M067,38.34
P078,M069,20.21
P078,M070,16.17
P078,M072,28.05
P078,M073,26.96
P078,M076,30.19
P078,M077,22.13
P078,M078,10.06
P078,M079,36.73
P078,M080,20.47
P078,M081,15.48
P078,M082,18.06
P078,M083,6.31
P078,M085,12.49
P078,M086,36.94
P078,M088,20.11
P078,M089,19.31
P078,M090,14.2
P078,M092,14.87
P078,M093,32.44
P078,M094,38.49
P078,M096,24.67
P078,M097,6.92
P078,M098,15.26
P078,M099,28.94
P079,M001,21.92
P079,M002,8.56
P079,M003,38.17
P079,M004,22.48
P079,M005,6.28
P079,M006,9.9
P079,M007,30.62
P079,M009,37.01
P079,M010,39.62
P079,M011,24.5
P079,M012,12.520000000000001
P079,M014,17.31
P079,M015,32.17
P079,M017,19.41
P079,M018,19.63
P079,M019,32.09
P079,M020,10.85
P079,M021,31.89
P079,M022,16.4
P079,M024,27.81
P079,M025,27.27
P079,M027,42.7
P079,M028,8.36
P079,M029,38.64
P079,M030,8.64
P079,M031,38.45
P079,M032,8.86
P079,M033,12.19
P079,M034,12.76
P079,M035,4.86
P079,M036,12.68
P079,M037,6.11
P079,M038,11.67
P079,M039,4.5
P079,M040,14.12
P079,M041,31.63
P079,M043,26.61
P079,M044,40.45
P079,M045,39.87
P079,M047,37.91
P079,M048,4.72
P079,M049,7.71
P079,M050,10.16
P079,M052,31.33
P079,M054,10.83
P079,M056,35.18
P079,M057,16.83
P079,M060,3.71
P079,M061,17.6
P079,M063,8.89
P079,M064,15.58
P079,M065,42.73
P079,M066,16.1
P079,M067,12.67
P079,M068,19.62
P079,M069,15.4
P079,M071,5.94
P079,M072,33.96
P079,M073,24.77
P079,M074,40.65
P079,M075,35.26
P079,M076,35.12
P079,M077,40.14
P079,M078,8.93
P079,M079,17.69
P079,M080,22.28
P079,M081,30.29
P079,M082,14.42
P079,M084,11.77
P079,M085,13.05
P079,M086,14.63
P079,M087,17.62
P079,M088,30.3
P079,M089,39.78
P079,M090,42.48
P079,M091,30.149999999999995
P079,M092,7.580000000000001
P079,M093,32.15
P079,M094,22.45
P079,M095,6.06
P079,M096,25.62
P079,M097,18.78
P079,M098,29.76
P079,M099,34.35
P079,M100,29.41
P080,M001,39.72
P080,M002,21.06
P080,M003,16.88
P080,M004,31.43
P080,M005,13.57
P080,M006,34.65
P080,M007,28.67
P080,M008,20.74
P080,M009,20.51
P080,M010,30.119999999999997
P080,M011,6.2
P080,M012,21.44
P080,M013,17.01
P080,M014,3.06
P080,M015,9.89
P080,M016,35.17
P080,M017,21.13
P080,M018,28.77
P080,M019,13.57
P080,M020,8.69
P080,M021,30.68
P080,M022,11.24
P080,M023,34.4
P080,M025,35.29
P080,M027,19.83
P080,M028,9.19
P080,M030,26.73
P080,M031,24.54
P080,M032,29.3
P080,M033,22.61
P080,M034,39.65
P080,M035,10.59
P080,M036,12.14
P080,M037,25.47
P080,M038,20.93
P080,M039,19.15
P080,M040,13.13
P080,M041,40.29
P080,M042,9.36
P080,M043,34.97
P080,M044,33.49
P080,M045,3.57
P080,M047,20.29
P080,M048,41.43
P080,M049,34.04
P080,M050,18.56
P080,M051,26.04
P080,M052,40.98
P080,M053,25.54
P080,M054,23.14
P080,M055,30.55
P080,M056,22.53
P080,M057,6.9
P080,M058,33.49
P080,M060,7.01
P080,M062,36.13
P080,M063,6.15
P080,M064,13.18
P080,M067,5.42
P080,M069,33.87
P080,M070,21.34
P080,M071,27.77
P080,M072,35.41
P080,M073,23.81
P080,M074,29.77
P080,M075,31.38
P080,M076,40.63
P080,M077,11.18
P080,M078,31.74
P080,M080,13.2
P080,M081,36.5
P080,M082,22.82
P080,M083,20.18
P080,M084,28.339999999999996
P080,M086,38.44
P080,M087,14.01
P080,M088,6.37
P080,M089,24.64
P080,M090,31.83
P080,M091,22.63
P080,M092,31.709999999999997
P080,M094,10.75
P080,M096,13.82
P080,M097,11.01
P080,M098,12.33
P080,M099,4.92
P080,M100,9.68
P081,M002,7.7
P081,M003,35.79
P081,M004,28.36
P081,M006,19.73
P081,M007,25.8
P081,M008,39.45
P081,M009,27.78
P081,M010,39.01
P081,M011,12.01
P081,M012,17.3
P081,M013,27.13
P081,M014,5.85
P081,M015,36.07
P081,M017,26.51
P081,M018,37.26
P081,M019,20.62
P081,M020,16.03
P081,M021,35.3
P081,M022,32.34
P081,M023,5.18
P081,M024,37.34
P081,M025,36.31
P081,M027,18.02
P081,M028,36.45
P081,M030,17.39
P081,M031,27.54
P081,M032,41.28
P081,M033,16.99
P081,M035,34.62
P081,M036,7.94
P081,M037,15.9
P081,M040,36.12
P081,M041,40.45
P081,M042,28.77
P081,M043,38.79
P081,M045,29.209999999999997
P081,M046,23.53
P081,M047,23.17
P081,M048,39.67
P081,M049,34.72
P081,M050,36.39
